Document_No,Topic_Num,Topic_Perc_Contrib,Keywords,Text,Title,url
133537,7.0,0.4356000125408172,"ace, lung, receptor, tissue, entry, angiotensin_converting, cell, organ, macrophage, enzyme_ace",source citation reynolds hr adhikari s pulgarin c et al renin-angiotensin-aldosterone system inhibitors and risk of covid-19 n engl j med 2020;3822441-8 32356628,5 classes of antihypertensive drugs were not linked to positive COVID-19 test results or severe COVID-19.,https://doi.org/10.7326/acpj202009150-035; https://www.ncbi.nlm.nih.gov/pubmed/32926815/
121228,7.0,0.4343000054359436,"ace, lung, receptor, tissue, entry, angiotensin_converting, cell, organ, macrophage, enzyme_ace",summary severe acute respiratory syndrome coronavirus 2 which is responsible for the current coronavirus disease 2019 pandemic uses angiotensin-converting enzyme 2 as a gateway into host cells in this review we summarize the biology of this enzyme which plays a key role in cardiovascular homeostasis blockers of the renin-angiotensin system modify the expression and activity of angiotensin-converting enzyme 2 in different ways the effects of angiotensin-converting enzyme inhibitors and angiotensin receptor blockers on the expression and enzyme activity of angiotensin-converting enzyme 2 are reviewed and the consequences of these treatments for the severity of coronavirus disease 2019 infection are discussed,Renin-angiotensin system blockers and severe acute respiratory syndrome coronavirus 2,https://doi.org/10.1016/j.acvd.2020.07.001; https://www.ncbi.nlm.nih.gov/pubmed/32863157/; https://www.sciencedirect.com/science/article/pii/S1875213620301571?v=s5; https://api.elsevier.com/content/article/pii/S1875213620301571
100673,7.0,0.4311000108718872,"ace, lung, receptor, tissue, entry, angiotensin_converting, cell, organ, macrophage, enzyme_ace",the renin-angiotensin system plays a very critical role in hypertension diabetes and kidney and heart diseases the blockade of the renin-angiotensin system results in the prevention of progression of renal and cardiac damage there have been controversial hypotheses raised regarding the safety of angiotensin-converting enzyme inhibitors and angiotensin receptor blockers in covid-19 (coronavirus disease 2019) we present the case series of four patients (2 men and 2 women; 1 caucasian and 3 african americans; two survived and two died) with confirmed covid-19 presenting with respiratory symptoms and acute kidney injury who have been on angiotensin-converting enzyme inhibitors or angiotensin receptor blockers membrane-bound angiotensin-converting enzyme 2 (ace2) has been implicated as the gateway for viral entry into the human cell in causing the infection the factors contributing to acute kidney injury are diuretics iodinated contrast administration hemodynamic instability apart from ace inhibitors and angiotensin receptor blockers the ace inhibitors and arbs were stopped in these patients due to acute kidney injury we also discussed the role of ace2 and the renin-angiotensin system (ras) blockade in patients with covid-19 infection along with pathogenesis,Acute Kidney Injury in a Case Series of Patients with Confirmed COVID-19 (Coronavirus Disease 2019): Role of Angiotensin-Converting Enzyme 2 and Renin-Angiotensin System Blockade,https://doi.org/10.1155/2020/8811931; https://www.ncbi.nlm.nih.gov/pubmed/32685221/
222947,8.0,0.9415000081062316,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",in a recent article it was reported that the covid-19 pandemic impacted the economic situation of some countries it led to some people losing jobs amidst the difficult situation that the pandemic caused thus this paper discusses the need to provide a program for the least advantaged citizens so that they can still experience their basic liberties the least advantaged citizens as rawls deem them are the ones who lost jobs and incomes were hit the hardest during the covid-19 pandemic,An ayuda to the least advantaged: providing a program for those who were hit the hardest during the COVID-19 pandemic,https://doi.org/10.1093/pubmed/fdab014; https://www.ncbi.nlm.nih.gov/pubmed/33595076/
100260,8.0,0.9258000254631042,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",the black lives matter movement is primarily about social justice but it will help tackle environmental injustices too says graham lawton,Fighting for justice,https://www.ncbi.nlm.nih.gov/pubmed/32834320/; https://doi.org/10.1016/s0262-4079(20)31134-9; https://api.elsevier.com/content/article/pii/S0262407920311349; https://www.sciencedirect.com/science/article/pii/S0262407920311349
121910,8.0,0.9258000254631042,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",a small country in central america offers some interesting ideas on how the insurance industry can handle the covid‐19 pandemic and crisis,The curious case of Panama,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461533/
91588,8.0,0.8902000188827515,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",this commentary sets caplan’s arguments about food banks and food poverty in the broader context of changes to the welfare state the ‘charitization’ of state welfare and the need to address food poverty within a framework of dignity rather than charity,STRUGGLING FOR FOOD IN A TIME OF CRISIS: A comment on Caplan (see pp 8–10 in this issue),https://doi.org/10.1111/1467-8322.12579; https://www.ncbi.nlm.nih.gov/pubmed/32572301/
214794,8.0,0.8794000148773193,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",lauren paremoer and colleagues call for action to create a fairer and more sustainable post-covid world,Covid-19 pandemic and the social determinants of health,https://www.ncbi.nlm.nih.gov/pubmed/33509801/; https://doi.org/10.1136/bmj.n129
106993,8.0,0.8691999912261963,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",millions of children could be adversely affected by the covid‐19 pandemic and we anticipate that the greatest impact could be on those in poor socioeconomic groups who are already vulnerable and disadvantaged however some positive changes could also come out of this global crisis this paper discusses what we see as the possible effects of this pandemic,The impacts of COVID‐19 on children,https://doi.org/10.1111/apa.15484; https://www.ncbi.nlm.nih.gov/pubmed/32663325/
88284,8.0,0.8622000217437744,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",as the coronavirus pandemic took hold there was little time for much else,Tracking the Covid‐19 conversation,https://doi.org/10.1111/1740-9713.01392; https://www.ncbi.nlm.nih.gov/pubmed/32536948/
93353,8.0,0.8610000014305115,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",the covid-19 pandemic has necessarily affected the operation of canada's parliament and thus the activities of members of parliament (mps) (malloy 2020; rayment and vandenbeukel 2020) here we explore how the pandemic has affected the representational activities of individual mps,Has the COVID-19 Pandemic Affected MPs’ Representational Activities?,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7330276/
228169,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",increasing trust in black communities is crucial,A COVID-19 Vaccination Challenge.,https://doi.org/10.1097/01.naj.0000737224.48167.78; https://www.ncbi.nlm.nih.gov/pubmed/33624992/
242786,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",understanding a bewildering crisis like a pandemic as 'normal' may be empowering,"Complexity Science, Nursing, and COVID-19.",https://doi.org/10.1097/01.naj.0000742420.41614.78; https://www.ncbi.nlm.nih.gov/pubmed/33755603/
205538,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",biosocial strategies to address the socioeconomic determinants and consequences of the tb and covid-19 syndemics,Biosocial Strategies to Address the Socioeconomic Determinants and Consequences of the TB and COVID-19 Pandemics,https://doi.org/10.4269/ajtmh.20-1641; https://www.ncbi.nlm.nih.gov/pubmed/33410391/
204805,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",see also the editorial by little in this issue,COVID-19 Diagnosis in Case of Two Negative Nasopharyngeal Swabs: Association between Chest CT and Bronchoalveolar Lavage Results,https://doi.org/10.1148/radiol.2020203776; https://www.ncbi.nlm.nih.gov/pubmed/33399508/
127273,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",the government recognizes that social factors cause racial inequalities in access to resources and opportunities that result in racial health disparities however this recognition fails to acknowledge the root cause of these racial inequalities structural racism as a result racial health disparities persist,Structural Racism and Health Disparities: Reconfiguring the Social Determinants of Health Framework to Include the Root Cause.,https://doi.org/10.1177/1073110520958876; https://www.ncbi.nlm.nih.gov/pubmed/33021164/
127352,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",federal and state authorities extend good samaritan laws,Liability Protection for COVID-19 Health Care Providers.,https://doi.org/10.1097/01.naj.0000697572.79173.5d; https://www.ncbi.nlm.nih.gov/pubmed/32858679/
251567,8.0,0.8392999768257141,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market","this special issue is entitled ""women patriarchy and health inequalities an unresolved issue"" []","Women, Patriarchy and Health Inequalities: The Urgent Need to Reorient Our Systems",https://www.ncbi.nlm.nih.gov/pubmed/33922437/; https://doi.org/10.3390/ijerph18094472
112176,8.0,0.8361999988555908,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",europe’s failure to manage a bold common response would further increase divergence strengthen anti-european forces and fuel populism,European Pandemic Recovery: An Opportunity to Reboot,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7385199/
73151,8.0,0.8274000287055969,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market","abstract after the slow recovery from the 2008–2009 global financial crisis the world economy faced slower growth than in the previous decade and even the prospect of a new global financial crisis this paper starts by examining the reasons for the slow economic recovery and growth in the after the 2008–2009 global financial crisis and ""great recession"" then it examines the reasons the united states grew faster than other advanced countries (especially europe and japan) the slowing growth of emerging market economies (and even economic crisis in some of them) and whether the world is now (february 2020) sliding toward a new global financial crisis and recession",Growth and trade in the United States and the world economy: Overview,https://api.elsevier.com/content/article/pii/S0161893820300351; https://www.sciencedirect.com/science/article/pii/S0161893820300351; https://doi.org/10.1016/j.jpolmod.2020.03.001; https://www.ncbi.nlm.nih.gov/pubmed/32362694/
110407,8.0,0.8170999884605408,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",abstract this study highlights the major players in the global food balance potential implications of covid-19 on global cereal supply and sdg-2 (zero hunger) it found that developing countries fifteen from africa followed by ten from latin america six from oceania and four from asia are the most vulnerable to changes food supply shocks it concludes that the current pandemic is likely to cause transitory food insecurity across such vulnerable countries the effects of the pandemic on food security (sdg-2) may persist longer as a combined effect of economic slowdown and increase in poverty limiting food supply and access beyond 2020,Global food security in the context of COVID-19: A scenario-based exploratory analysis,https://api.elsevier.com/content/article/pii/S2590061720300570; https://www.sciencedirect.com/science/article/pii/S2590061720300570?v=s5
106997,8.0,0.8083999752998352,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",agriculture and the food sector are critical to food and nutrition security because they not only produce food but also contribute to economic empowerment by employing a large share of female and male workers especially in developing countries food systems at all levels―globally domestically locally and in the home― are expected to be highly affected by the covid-19 crisis women and men work as food producers processors and traders and will likely be impacted differently shocks or crises can exacerbate or reduce gender gaps and so can policy responses to mitigate the impact of these crises or shocks we offer some perspectives and available country examples on how the covid-19 crisis and responses to the crisis could be a setback or offer opportunities for gender equality in the food system,COVID-19 and the food system: setback or opportunity for gender equality?,https://doi.org/10.1007/s12571-020-01089-w; https://www.ncbi.nlm.nih.gov/pubmed/32837649/
226838,8.0,0.8070999979972839,"policy, economic, pandemic, social, crisis, impact, government, state, financial, market",build more capacity and stretch what we already have,Market design to accelerate COVID-19 vaccine supply.,https://doi.org/10.1126/science.abg0889; https://www.ncbi.nlm.nih.gov/pubmed/33632897/
135748,9.0,0.935699999332428,"food, high, energy, temperature, surface, product, material, structure, low, production",the 13-dipolar cycloaddition reaction of 3′-o-propargyl guanosine with various in-situ generated nitrile oxides in the presence of dmf as a solvent is described it is noteworthy that the reaction is highly regioselective that affords biologically important guanosine containing isoxazole moiety in good yields with high purities,"Highly regioselective 1,3-dipolar cycloaddition of 3′-O-propargyl guanosine with nitrile oxide: an efficient method for the synthesis of guanosine containing isoxazole moiety",https://api.elsevier.com/content/article/pii/S004040392030945X; https://www.sciencedirect.com/science/article/pii/S004040392030945X?v=s5; https://www.ncbi.nlm.nih.gov/pubmed/32981977/; https://doi.org/10.1016/j.tetlet.2020.152464
120602,9.0,0.9079999923706056,"food, high, energy, temperature, surface, product, material, structure, low, production",in this study superficially porous silica particles with a nominal pore size of 450 å and average particle size of 26 micrometers was compared to fully porous silica particles with nominal particle size 3 micrometers and nominal pore size 1000 a as carriers for a polysaccharide based chiral selector for the separation of enantiomers in high-performance liquid chromatography in addition the effects of chiral selector loading onto the silica support and of column internal dimeter in the case of both superficially porous and totally porous silica as well as of the pore size of superficially porous silica on column performance were studied the dependence of plate height on mobile phase flow rate was also studied and attempts were made for shortening analysis time the baseline separation of enantiomers of some chiral sulfoxides was obtained within 20-45 s,Potential and current limitations of superficially porous silica as a carrier for polysaccharide-based chiral selectors in separation of enantiomers in high-performance liquid chromatography.,https://doi.org/10.1016/j.chroma.2020.461297; https://www.ncbi.nlm.nih.gov/pubmed/32709340/
204545,9.0,0.7829999923706055,"food, high, energy, temperature, surface, product, material, structure, low, production",a variety of ene-yne cross metathesis reactions were performed using unsaturated phosphonate and phosphate reagents affording the corresponding phosphorylated 13-diene products in good to excellent yields these difficult ene-yne metatheses employed a grubbs catalyst bearing a cyclic amino alkyl carbene ligand a variety of terminal alkynes of varying substitution underwent the reaction and different phosphorus-containing alkenes were found to give the conjugated diene products in high yields the resulting dienes were further transformed by horner-type wittig reactions and a diels-alder cycloaddition,"Ene-Yne Metathesis of Allylphosphonates and Allylphosphates: Synthesis of Phosphorus-Containing 1,3-Dienes.",https://doi.org/10.1021/acs.joc.0c02886; https://www.ncbi.nlm.nih.gov/pubmed/33400866/
134977,9.0,0.7795000076293945,"food, high, energy, temperature, surface, product, material, structure, low, production",in this paper the electronic properties of a carbon allotrope graphene with a kagome lattice structure are investigated spin-polarized density functional theory (dft) calculations with grimme dispersion corrections were done bond lengths electronic band structure and projected density of states were calculated electronic band structure calculations show kagome flat-band formation with higher d-orbital contributed bonding behavior than the pristine graphene structure the structural parameters and electronic band results of this 2d carbon allotrope show wider possible usage in many applications from desalination membranes to possible high-temperature superconductors,Structural parameters and electronic properties of 2D carbon allotrope: graphene with a kagome lattice structure,https://doi.org/10.1016/j.cplett.2020.138006; https://www.ncbi.nlm.nih.gov/pubmed/32958962/; https://api.elsevier.com/content/article/pii/S0009261420309210; https://www.sciencedirect.com/science/article/pii/S0009261420309210?v=s5
71652,9.0,0.7656000256538391,"food, high, energy, temperature, surface, product, material, structure, low, production",electrical and thermal transport controlled by growth mode can be used to optimize thermoelectric properties of znoal films which was adjusted by the re-evaporation of zn and al via substrate temperatures the growth modes include equiaxed crystal columnar crystal and coexistence of both crystals in the znoal film equiaxed crystals improve the carrier mobility and reduce the lattice thermal conductivity thus the carrier mobility and thermal conductivity are tuned by the ratio of equiaxed crystals to columnar crystals the carrier mobility is dependent on the growth-mode-related defects of oxygen vacancies zinc interstitials and the substitutional dopant of al improved thermoelectric properties with a power factor of 19845 µw m-1 k-2 at 510 k were achieved this study presents a film with the structure of an equiaxed-crystal buffer layer to enhance its thermoelectric properties,Effect of growth modes on electrical and thermal transport of thermoelectric ZnO:Al films.,https://doi.org/10.1107/s2052520620002383; https://www.ncbi.nlm.nih.gov/pubmed/32831228/
128786,9.0,0.7591999769210815,"food, high, energy, temperature, surface, product, material, structure, low, production",to date amphiphilic block copolymers (bcps) containing poly(vinylidene fluoride-co-hexafluoropropene) (p(vdf-co-hfp)) copolymers are rare at moderate content of hfp this fluorocopolymer remains semicrystalline and is able to crystallize amphiphilic bcps containing a p(vdf-co-hfp) segment could thus be appealing for the preparation of self-assembled block copolymer morphologies through crystallization-driven self-assembly (cdsa) in selective solvents here the synthesis characterization by 1h and 19f nmr spectroscopies gpc tga dsc and xrd; and the self-assembly behavior of a p(vdf-co-hfp)-b-peg-b-p(vdf-co-hfp) triblock copolymer were studied the well-defined aba amphiphilic fluorinated triblock copolymer was self-assembled into nano-objects by varying a series of key parameters such as the solvent and the non -solvent the self-assembly protocols and the temperature a large range of morphologies such as spherical square rectangular fiber-like and platelet structures with sizes ranging from a few nanometers to micrometers was obtained depending on the self-assembly protocols and solvents systems used the temperature-induced crystallization-driven self-assembly (ti-cdsa) protocol allowed some control over the shape and size of some of the morphologies,Evaluation of Self-Assembly Pathways to Control Crystallization-Driven Self-Assembly of a Semicrystalline P(VDF-co-HFP)-b-PEG-b-P(VDF-co-HFP) Triblock Copolymer.,https://doi.org/10.3390/molecules25174033; https://www.ncbi.nlm.nih.gov/pubmed/32899379/
119818,9.0,0.755299985408783,"food, high, energy, temperature, surface, product, material, structure, low, production",the synthesis of hydroxyesters from carboxylic acids and unprotected amino alcohols in both continuous flow and batch processes is reported the formation of a transient diazonium species with a dinitrite reagent is key in this transformation the reaction conditions are compatible with a variety of functional groups,Protecting-group-free synthesis of hydroxyesters from amino alcohols.,https://doi.org/10.1039/d0cc03242e; https://www.ncbi.nlm.nih.gov/pubmed/32797120/
148248,9.0,0.7527999877929688,"food, high, energy, temperature, surface, product, material, structure, low, production",a cobalt-promoted electrochemical 12-diarylation of alkenes with electron-rich aromatic hydrocarbons via direct dual c-h functionalizations is described which employs a radical relay strategy to produce polyaryl-functionalized alkanes simply by using graphite rod cathode instead of platinum plate cathode chemoselectivity of this radical relay strategy is shifted to the dehydrogenative [2+2+2] cycloaddition via 12-diarylation annulation and dehydrogenation cascades leading to complex 1112-dihydroindolo[23-a]carbazoles mechanistical studies indicate that a key step for the radical relay processes is transformations of the aromatic hydrocarbons to the aryl sp2-hybridized carbon-centered radicals via deprotonation of the corresponding aryl radical cation intermediates with bases,"Electrochemical 1,2-Diarylation of Alkenes Enabled by Direct Dual C-H Functionalizations of Electron-Rich Aromatic Hydrocarbons.",https://doi.org/10.1002/anie.202011657; https://www.ncbi.nlm.nih.gov/pubmed/33079413/
249537,9.0,0.7249000072479248,"food, high, energy, temperature, surface, product, material, structure, low, production",this study investigated the influence of implant macrogeometry and bone type on insertion torque (it) primary stability (isq) surface topography damage and the amount of titanium (ti) released during insertion forty implants with different macrogeometries (facility - cylindrical with spiral-shaped threads; alvim - tapered with buttress-shaped threads) were inserted into artificial bone types i-ii and iii-iv surface morphology was evaluated by scanning electron microscope (sem) and roughness parameters with laser scanning confocal microscopy (lscm) before and after insertion (ai) implant macrogeometry was characterized by lscm the chemical composition of bone beds was determined by sem associated with energy dispersive x-ray spectroscopy the amount of ti released was analyzed with energy dispersive x-ray fluorescence alvim had greater it and isq than facility bone types i-ii require higher it of implants alvim also had greater internal threads angle higher initial roughness and significant reduction of roughness ai compared to facility the functional surface height reduced ai especially in flank and valley of threads height of surface roughness of alvim and facility implants was similar ai implants surface morphology changes and metallic particles on bone beds were observed after implant insertion mainly into bone types iii-iv implants inserted into bone types i-ii showed less surface damage alvim implants released more ti (3752 ± 2503 ppm) than facility (1166 ± 2855 ppm) on bone types iii-iv the implant macrogeometry and bone types affect it isq surface damage and ti amount released during insertion alvim implants were more wear susceptible releasing higher ti concentration during insertion into bone types iii-iv,"Effect of macrogeometry and bone type on insertion torque, primary stability, surface topography damage and titanium release of dental implants during surgical insertion into artificial bone.",https://doi.org/10.1016/j.jmbbm.2021.104515; https://www.ncbi.nlm.nih.gov/pubmed/33932754/
114766,9.0,0.7225000262260437,"food, high, energy, temperature, surface, product, material, structure, low, production",compound 66'-([1]benzothieno[32-b][1]benzothiophene-27-diyl)bis(butan-1-ol) (btbt-c4oh) displays a continuous type 0 first-order isosymmetric phase transition at 200 k which is accompanied by a continuous change of the thermal expansion along the b axis from positive to negative the equivalent isotropic atomic displacement parameters for all non-hydrogen atoms as well as all the eigenvalues of the anisotropic atomic displacement tensor show discontinuous behavior at the phase transition the eigenvalues of the translational tensor in a rigid-body description of the molecule are all discontinuous at the phase transition but the librational eigenvalues are discontinuous only in their temperature derivative btbt-c4oh displays a similar type of quasi-supercritical phase transition as bis(hydroxyhexyl)[1]benzothieno[32-b][1]benzothiophene (btbt-c6oh) despite the difference in molecular packing and the very large difference in thermal expansion magnitudes,A positive to negative uniaxial thermal expansion crossover in an organic benzothienobenzothiophene structure.,https://doi.org/10.1107/s2052520620007702; https://www.ncbi.nlm.nih.gov/pubmed/32831285/
108734,9.0,0.7056000232696533,"food, high, energy, temperature, surface, product, material, structure, low, production",metal-insulator (mi) transitions in correlated electron systems have long been a central and controversial issue in material science vanadium dioxide (vo2) exhibits a first-order mi transition at 340 k for more than half a century it has been debated whether electron correlation or the structural instability due to dimerised v ions is the more essential driving force behind this mi transition here we show that an ultrahigh magnetic field of 500 t renders the insulator phase of tungsten (w)-doped vo2 metallic the spin zeeman effect on the d electrons of the v ions dissociates the dimers in the insulating phase resulting in the delocalisation of electrons as the mott-hubbard gap essentially does not depend on the spin degree of freedom the structural instability is likely to be the more essential driving force behind the mi transition,Magnetic-field-induced insulator-metal transition in W-doped VO2 at 500 T.,https://doi.org/10.1038/s41467-020-17416-w; https://www.ncbi.nlm.nih.gov/pubmed/32681051/
66348,9.0,0.7041000127792358,"food, high, energy, temperature, surface, product, material, structure, low, production",metal-insulator (mi) transitions in correlated electron systems have long been a central and controversial issue in material science vanadium dioxide (vo2) exhibits a first-order mi transition at 340 k for more than half a century it has been debated whether electronic correlation or the structural instability due to dimerised v ions is the more essential driving force behind this mi transition here we show that an ultrahigh magnetic field of 500 t renders the insulator phase of tungsten (w)-doped vo2 metallic the spin zeeman effect on the d electrons of the v ions dissociates the dimers in the insulating phase resulting in the delocalisation of electrons because the mott-hubbard gap essentially does not depend on the spin degree of freedom the structural instability is likely to be the more essential driving force behind the mi transition,Magnetic-field-induced insulator-metal transition in W-doped VO2 at 500 T,https://arxiv.org/pdf/2001.08580v1.pdf
103877,9.0,0.7031999826431274,"food, high, energy, temperature, surface, product, material, structure, low, production",terahertz (thz) waves at 97 101 and 106 thz were generated via difference frequency generation in high-quality inxg1-xase mixed crystals with a relatively high indium compositions (x = 0040 0048 0074) grown from an indium flux the phase-matching angle for thz wave generation was measured for each indium content as a result it is confirmed that the incident angle of the excitation light satisfying the phase-matching condition is shifted to a higher angle with an increase in the indium content,Phase-matching condition for THz wave generation via difference frequency generation using InxGa1-xSe mixed crystals.,https://doi.org/10.1364/oe.393948; https://www.ncbi.nlm.nih.gov/pubmed/32680139/
137211,9.0,0.698199987411499,"food, high, energy, temperature, surface, product, material, structure, low, production",single lanthanide(iii) ion white light emission is in high demand since it provides the advantage of requiring only one chromophore for the control of the color herein a series of ga3+dy3+ metallacrowns (mcs) is presented demonstrating outstanding white light colorimetric properties with cie chromaticity coordinates of (0309 0334) and correlated color temperature (cct) equal to 6670 k for the mc emitting the closest to the standard white color experimental data reveal that the cie coordinates within the studied series of mcs are controlled mainly by the dy3+-centered emission rather than by the ligand-centered bands implying that dy3+ can be tuned as a single ionic white light emitter by a simple modification of the coordination environment,Dy3+ White Light Emission Can Be Finely Controlled by Tuning the First Coordination Sphere of Ga3+/Dy3+ Metallacrown Complexes.,https://doi.org/10.1021/jacs.0c07198; https://www.ncbi.nlm.nih.gov/pubmed/32962349/
114225,9.0,0.6962000131607056,"food, high, energy, temperature, surface, product, material, structure, low, production",the inner-crystal quantum electronic pressure was estimated for unstrained c6cl6 c6br6 and c6i6 crystals and for those under external compression simulated from 1 to 20 gpa the changes in its distribution were analyzed for the main structural elements in considered crystals for triangles of the typical halogen bonds assembled in hal3-synthons where hal = cl br i; for halhal stacking interactions as well as for covalent bonds under simulated external compression the quantum electronic pressure in the intermolecular space reduces as the electron density increases indicating spatial areas of relatively less crystal resistance to external compression the most compliant c6cl6 crystal shows the largest changes of quantum electronic pressure in the centre of cl3-synthon while the deformation of rigid i3-synthon under external compression depends only on the features of ii halogen bonds,"Variations of quantum electronic pressure under the external compression in crystals with halogen bonds assembled in Cl3-, Br3-, I3-synthons.",https://doi.org/10.1107/s2052520620006113; https://www.ncbi.nlm.nih.gov/pubmed/32831270/
113663,9.0,0.6891999840736389,"food, high, energy, temperature, surface, product, material, structure, low, production",metal-organic frameworks (mofs) with low-dimensional deformable haloplumbate secondary building units (sbus) are an emerging class of intrinsic white-light emitters combining advantageous properties of both mofs and lead perovskites herein we have successfully synthesized two mofs with haloplumbate sbus occupying an extremely high degree of structural strain with local zigzag pb-x-pb-x (x = clbr) connectivity located in single-stranded helices thus the electron-phonon coupling in the deformable sbus affords intrinsic white-light emission and moderately high external photoluminescence quantum efficiencies of 12-15% superior to our previously reported mofs moreover the excellent photocarrier diffusion properties of lead perovskites have been successfully incorporated into the mofs with high chemical robustness in moisture (up to 90% relative humidity rh),"Efficient, broadband self-trapped white-light emission from haloplumbate-based metal-organic frameworks.",https://doi.org/10.1039/d0cc04473c; https://www.ncbi.nlm.nih.gov/pubmed/32734971/
124067,9.0,0.6870999932289124,"food, high, energy, temperature, surface, product, material, structure, low, production",high porosity (40% to 60%) 316l stainless steel containing well-interconnected open-cell porous structures with pore openness index of 087 to 1 were successfully fabricated by binder jetting and subsequent sintering processes coupled with a powder space holder technique mono-sized (30 µm) and 30% (by volume) spherically shaped poly(methyl methacrylate) (pmma) powder was used as the space holder material the effects of processing conditions such as (1) binder saturation rates (55% 100% and 150%) and (2) isothermal sintering temperatures (1000 °c to 1200 °c) on the porosity of 316l stainless steel parts were studied by varying the processing conditions porosity of 40% to 45% were achieved to further increase the porosity values of 316l stainless steel parts 30 vol % (or 6 wt %) of pmma space holder particles were added to the 3d printing feedstock and porosity values of 57% to 61% were achieved mercury porosimetry results indicated pore sizes less than 40 µm for all the binder jetting processed 316l stainless steel parts anisotropy in linear shrinkage after the sintering process was observed for the ss316l parts with the largest linear shrinkage in the z direction the young’s modulus and compression properties of 316l stainless steel parts decreased with increasing porosity and low young’s modulus values in the range of 2 gpa to 29 gpa were able to be achieved the parts fabricated by using pure 316l stainless steel feedstock sintered at 1200 °c with porosity of ~40% exhibited the maximum overall compressive properties with 02% compressive yield strength of 527 mpa ultimate compressive strength of 520 mpa fracture strain of 364% and energy absorption of 1167 mjm(3) respectively the young’s modulus and compression properties of the binder jetting processed 316l stainless steel parts were found to be on par with that of the conventionally processed porous 316l stainless steel parts and even surpassed those having similar porosities and matched to that of the cancellous bone types,Binder Jetting Additive Manufacturing of High Porosity 316L Stainless Steel Metal Foams,https://www.ncbi.nlm.nih.gov/pubmed/32847089/; https://doi.org/10.3390/ma13173744
253108,9.0,0.6836000084877014,"food, high, energy, temperature, surface, product, material, structure, low, production",the petroleum-based plastics high-density polyethylene (hdpe) low-density polyethylene (ldpe) and polypropylene (pp) and the biodegradable plastic polylactide (pla) were processed by thermal and catalytic pyrolysis to investigate their suitability as feedstock for chemical recycling the influence of pyrolysis temperature (400-600 °c) and catalyst (zeolite spent fcc and mgo catalyst) on the pyrolysis liquid composition and yield was studied the studied petroleum-based plastics had similar decomposition temperature ranges but produced their highest pyrolysis yields at different temperatures pyrolysis liquids from thermal degradation of hdpe and ldpe consisted high yield of waxes but those of pp and pla consisted of both waxes and liquid oil catalysts affected not only the pyrolysis yield but also the proportions of liquid oil and wax in pyrolysis liquids alkenes alkanes and aromatics were the main compounds in the pyrolysis liquids spent fcc catalyst reduced the production of waxes and increased the production of gasoline-range hydrocarbons and aromatics mgo catalyst led to high coke formation from polyolefins and pla lactic acid lactide and propanoic acid were examples of valuable chemicals recovered from the pyrolysis of pla lactide was the main product (up to 79%) of catalytic pyrolysis with zeolite at 400 °c spent fcc catalyst produced mostly propanoic acid at 400 °c but at 600 °c l-lactic acid became the most abundant compound,Catalytic pyrolysis of petroleum-based and biodegradable plastic waste to obtain high-value chemicals.,https://doi.org/10.1016/j.wasman.2021.04.024; https://www.ncbi.nlm.nih.gov/pubmed/33932851/
128745,9.0,0.6784999966621399,"food, high, energy, temperature, surface, product, material, structure, low, production",we thank vorland et al [],"Reply to “Overstated Claims of Efficacy and Safety. Comment On: Optimal Nutritional Status for a Well-Functioning Immune System Is an Important Factor to Protect against Viral Infections. Nutrients 2020, 12, 1181”",https://doi.org/10.3390/nu12092696; https://www.ncbi.nlm.nih.gov/pubmed/32899398/
120034,9.0,0.6743999719619751,"food, high, energy, temperature, surface, product, material, structure, low, production",a simple synthetic strategy for the preparation of high nitrogen content azo- and methylene bridged mixed energetic azoles was used all new compounds were fully characterized by nmr and infrared spectroscopy elemental analysis and differential scanning calorimetry (dsc) in addition the structures of energetic salts 7 and 10 were confirmed by single-crystal x-ray diffraction analysis detonation performances calculated from heats of formation and experimental densities thermal stabilities and impact and friction sensitivities suggest possible applications in the field of insensitive energetic materials,Azo- and methylene-bridged mixed azoles for stable and insensitive energetic applications.,https://doi.org/10.1039/d0dt02223c; https://www.ncbi.nlm.nih.gov/pubmed/32797135/
